,0
375,17
376,6
377,9
378,14
379,10
380,11
381,6
382,10
383,12
384,10
385,10
386,9
387,8
388,10
389,11
390,8
391,12
392,8
393,9
394,9
395,16
396,11
397,10
398,11
399,10
400,11
401,16
402,8
403,8
404,9
405,13
406,6
407,8
408,9
409,9
410,14
411,5
412,13
413,12
414,8
415,9
416,18
417,15
418,10
419,5
420,7
421,18
422,11
423,13
424,7
425,7
426,9
427,11
428,11
429,11
430,9
431,6
432,9
433,9
434,10
435,12
436,11
437,6
438,9
439,13
440,8
441,10
442,11
443,11
444,19
445,9
446,10
447,9
448,9
449,10
450,6
451,11
452,9
453,8
454,11
455,11
456,8
457,10
458,9
459,11
460,8
461,7
462,12
463,9
464,8
465,18
466,8
467,13
468,11
469,6
470,7
471,13
472,7
473,10
474,8
475,9
476,9
477,11
478,14
479,10
480,10
481,7
482,8
483,12
484,11
485,8
486,8
487,11
488,9
489,11
490,9
491,9
492,8
493,11
494,6
495,9
496,14
497,9
498,9
499,13
500,10
501,13
502,25
503,9
504,9
505,10
506,11
507,17
508,8
509,6
510,9
511,9
512,9
513,9
514,11
515,13
516,10
517,10
518,6
519,5
520,8
521,10
522,14
523,5
524,7
525,9
526,10
527,11
528,11
529,8
530,10
531,8
532,10
533,8
534,12
535,18
536,16
537,9
538,4
539,10
540,11
541,9
542,5
543,10
544,11
545,13
546,5
547,13
548,13
549,9
550,10
551,11
552,8
553,7
554,11
555,10
556,8
557,7
558,11
559,9
560,9
561,10
562,15
563,9
564,8
565,14
566,14
567,15
568,8
569,12
570,8
571,14
572,8
573,8
574,14
575,15
576,17
577,11
578,12
579,9
580,10
581,15
582,9
583,23
584,10
585,9
586,9
587,11
588,11
589,8
590,10
591,10
592,11
593,11
594,11
595,9
596,9
597,8
598,7
599,9
600,10
601,8
602,13
603,9
604,13
605,14
606,17
607,8
608,8
609,12
610,7
611,7
612,14
613,9
614,8
615,9
616,10
617,12
618,11
619,11
620,10
621,6
622,14
623,11
624,4
625,11
626,5
627,6
628,8
629,9
630,6
631,11
632,11
633,8
634,8
635,10
636,11
637,13
638,17
639,8
640,8
641,11
642,13
643,10
644,17
645,12
646,9
647,12
648,9
649,10
650,6
651,11
652,13
653,11
654,6
655,6
656,15
657,10
658,14
659,8
660,11
661,17
662,7
663,14
664,6
665,12
666,8
667,10
668,9
669,11
670,10
671,12
672,8
673,13
674,11
675,8
676,9
677,16
678,10
679,17
680,7
681,13
682,9
683,9
684,10
685,7
686,11
687,10
688,9
689,14
690,7
691,9
692,15
693,15
694,18
695,14
696,9
697,11
698,10
699,7
700,14
701,10
702,10
703,11
704,8
705,9
706,11
707,18
708,11
709,11
710,8
711,7
712,8
713,13
714,13
715,8
716,8
717,11
718,10
719,7
720,8
721,9
722,11
723,10
724,12
725,7
726,12
727,11
728,14
729,8
730,13
731,16
732,17
733,9
734,14
735,15
736,9
737,17
738,7
739,12
740,12
741,10
742,16
743,10
744,10
745,10
746,9
747,6
748,16
749,8
750,19
751,6
752,7
753,11
754,9
755,11
756,9
757,6
758,12
759,11
760,10
761,13
762,14
763,8
764,8
765,9
766,23
767,8
768,9
769,6
770,11
771,8
772,11
773,11
774,11
775,8
776,12
777,8
778,7
779,8
780,13
781,11
782,6
783,10
784,8
785,10
786,10
787,12
788,6
789,13
790,16
791,21
792,12
793,9
794,11
795,8
796,7
797,9
798,11
799,10
800,9
801,7
802,10
803,8
804,9
805,8
806,10
807,9
808,7
809,14
810,10
811,11
812,11
813,5
814,10
815,8
816,5
817,6
818,14
819,6
820,12
821,7
822,5
823,9
824,9
825,10
826,15
827,11
828,12
829,15
830,13
831,8
832,13
833,10
834,6
835,6
836,6
837,11
838,8
839,7
840,10
841,17
842,8
843,7
844,12
845,7
846,13
847,7
848,6
849,18
850,10
851,8
852,12
853,27
854,8
855,11
856,15
857,10
858,9
859,5
860,9
861,7
862,14
863,9
864,8
865,15
866,7
867,9
868,6
869,12
870,10
871,8
872,10
873,10
874,10
875,8
876,4
877,9
878,8
879,8
880,13
881,12
882,8
883,10
884,8
885,6
886,8
887,11
888,9
889,8
890,8
891,9
892,10
893,9
894,11
895,10
896,10
897,9
898,10
899,5
900,6
901,10
902,13
903,6
904,8
905,3
906,8
907,7
908,9
909,9
910,9
911,7
912,7
913,11
914,9
915,9
916,7
917,9
918,10
919,9
920,9
921,10
922,14
923,7
924,8
925,13
926,15
927,11
928,13
929,9
930,8
931,12
932,7
933,11
934,16
935,8
936,10
937,11
938,9
939,16
940,9
941,10
942,7
943,8
944,11
945,17
946,18
947,8
948,13
949,9
950,7
951,8
952,9
953,7
954,8
955,8
956,9
957,8
958,10
959,10
960,6
961,11
962,15
963,7
964,6
965,8
966,9
967,12
968,8
969,6
970,8
971,10
972,8
973,8
974,9
975,9
976,14
977,10
978,7
979,8
980,11
981,8
982,8
983,8
984,8
985,7
986,7
987,12
988,16
989,8
990,8
991,9
992,4
993,6
994,9
995,10
996,10
997,9
998,4
999,10
1000,8
1001,10
1002,13
1003,11
1004,18
1005,20
1006,9
1007,11
1008,9
1009,6
1010,9
1011,10
1012,22
1013,12
1014,9
1015,11
1016,12
1017,8
1018,7
1019,7
1020,12
1021,11
1022,10
1023,12
1024,10
1025,9
1026,5
1027,6
1028,17
1029,11
1030,8
1031,11
1032,5
1033,6
1034,27
1035,19
1036,8
1037,8
1038,11
1039,10
1040,11
1041,10
1042,11
1043,7
1044,14
1045,5
1046,9
1047,5
1048,6
1049,13
1050,9
1051,6
1052,7
1053,11
1054,10
1055,13
1056,7
1057,10
1058,9
1059,9
1060,7
1061,14
1062,10
1063,10
1064,9
1065,9
1066,9
1067,13
1068,9
1069,12
1070,9
1071,13
1072,9
1073,6
1074,7
1075,11
1076,16
1077,12
1078,11
1079,10
1080,10
1081,7
1082,7
1083,18
1084,12
1085,9
1086,26
1087,8
1088,7
1089,15
1090,5
1091,7
1092,14
1093,6
1094,4
1095,8
1096,8
1097,13
1098,7
1099,10
1100,8
1101,10
1102,7
1103,7
1104,11
1105,8
1106,8
1107,11
1108,9
1109,9
1110,7
1111,11
1112,7
1113,12
1114,8
1115,9
1116,10
1117,10
1118,10
1119,8
1120,10
1121,8
1122,17
1123,11
1124,12
1125,8
1126,6
1127,7
1128,10
1129,6
1130,10
1131,5
1132,10
1133,9
1134,20
1135,11
1136,6
1137,6
1138,10
1139,12
1140,5
1141,11
1142,9
1143,10
1144,10
1145,4
1146,10
1147,10
1148,10
1149,9
1150,10
1151,9
1152,8
1153,10
1154,4
1155,7
1156,10
1157,5
1158,12
1159,11
1160,8
1161,5
1162,12
1163,9
1164,12
1165,11
1166,13
1167,6
1168,11
1169,10
1170,8
1171,10
1172,9
1173,7
1174,8
1175,6
1176,11
1177,11
1178,10
1179,8
1180,14
1181,5
1182,8
1183,8
1184,8
1185,9
1186,12
1187,6
1188,11
1189,8
1190,9
1191,13
1192,9
1193,19
1194,9
1195,9
1196,10
1197,10
1198,10
1199,8
1200,9
1201,4
1202,7
1203,9
1204,11
1205,8
1206,8
1207,7
1208,9
1209,11
1210,10
1211,9
1212,11
1213,9
1214,11
1215,10
1216,5
1217,8
1218,15
1219,5
1220,9
1221,6
1222,14
1223,8
1224,14
1225,6
1226,11
1227,9
1228,10
1229,11
1230,18
1231,10
1232,8
1233,9
1234,11
1235,11
1236,7
1237,11
1238,17
1239,9
1240,9
1241,12
1242,7
1243,10
1244,12
1245,7
1246,13
1247,9
1248,15
1249,9
1250,14
1251,12
1252,10
1253,6
1254,8
1255,10
1256,7
1257,10
1258,13
1259,7
1260,9
1261,6
1262,16
1263,7
1264,8
1265,13
1266,10
1267,7
1268,8
1269,10
1270,9
1271,8
1272,10
1273,5
1274,19
1275,10
1276,6
1277,10
1278,10
1279,15
1280,7
1281,7
1282,6
1283,6
1284,11
1285,8
1286,7
1287,8
1288,10
1289,9
1290,8
1291,8
1292,11
1293,7
1294,10
1295,11
1296,8
1297,7
1298,8
1299,10
1300,4
1301,7
1302,11
1303,16
1304,9
1305,9
1306,9
1307,19
1308,16
1309,3
1310,10
1311,8
1312,6
1313,11
1314,13
1315,9
1316,10
1317,9
1318,8
1319,9
1320,9
1321,10
1322,9
1323,8
1324,6
1325,13
1326,8
1327,9
1328,20
1329,10
1330,9
1331,10
1332,11
1333,8
1334,8
1335,9
1336,9
1337,16
1338,7
1339,9
1340,13
1341,10
1342,14
1343,8
1344,12
1345,7
1346,9
1347,7
1348,9
1349,10
1350,10
1351,8
1352,8
1353,9
1354,11
1355,8
1356,7
1357,12
1358,6
1359,9
1360,11
1361,8
1362,8
1363,10
1364,9
1365,6
1366,5
1367,12
1368,7
1369,12
1370,9
1371,22
1372,11
1373,10
1374,17
1375,12
1376,9
1377,5
1378,8
1379,7
1380,12
1381,8
1382,8
1383,17
1384,13
1385,10
1386,12
1387,8
1388,11
1389,9
1390,12
1391,7
1392,6
1393,13
1394,11
1395,10
1396,8
1397,9
1398,11
1399,9
1400,11
1401,7
1402,8
1403,14
1404,13
1405,9
1406,9
1407,6
1408,8
1409,10
1410,10
1411,6
1412,13
1413,9
1414,12
1415,6
1416,17
1417,9
1418,14
1419,11
1420,7
1421,11
1422,6
1423,9
1424,6
1425,8
1426,6
1427,11
1428,9
1429,10
1430,10
1431,6
1432,10
1433,10
1434,10
1435,11
1436,15
1437,13
1438,8
1439,10
1440,10
1441,9
1442,13
1443,20
1444,7
1445,11
1446,6
1447,11
1448,8
1449,11
1450,9
1451,6
1452,6
1453,6
1454,9
1455,8
1456,12
1457,10
1458,9
1459,9
1460,11
1461,10
1462,8
1463,6
1464,8
1465,13
1466,11
1467,9
1468,11
1469,11
1470,21
1471,13
1472,10
1473,8
1474,9
1475,8
1476,8
1477,10
1478,7
1479,8
1480,19
1481,4
1482,5
1483,11
1484,6
1485,19
1486,7
1487,11
1488,11
1489,10
1490,10
1491,10
1492,14
1493,10
1494,10
1495,11
1496,7
1497,12
1498,8
1499,11
1500,6
1501,11
1502,8
1503,10
1504,12
1505,15
1506,10
1507,7
1508,9
1509,7
1510,8
1511,10
1512,8
1513,12
1514,10
1515,14
1516,8
1517,12
1518,6
1519,6
1520,11
1521,11
1522,13
1523,10
1524,17
1525,6
1526,10
1527,9
1528,7
1529,11
1530,9
1531,11
1532,6
1533,7
1534,8
1535,13
1536,11
1537,9
1538,9
1539,11
1540,7
1541,11
1542,19
1543,9
1544,10
1545,9
1546,14
1547,20
1548,10
1549,10
1550,10
1551,10
1552,8
1553,10
1554,11
1555,9
1556,10
1557,17
1558,11
1559,7
1560,8
1561,13
1562,9
1563,8
1564,5
1565,10
1566,13
1567,5
1568,9
1569,11
1570,8
1571,15
1572,7
1573,12
1574,10
1575,8
1576,6
1577,12
1578,11
1579,11
1580,13
1581,8
1582,4
1583,12
1584,9
1585,6
1586,9
1587,4
1588,8
1589,10
1590,10
1591,8
1592,10
1593,10
1594,13
1595,7
1596,12
1597,7
1598,9
1599,8
1600,9
1601,15
1602,10
1603,7
1604,7
1605,7
1606,8
1607,8
1608,11
1609,9
1610,17
1611,13
1612,12
1613,11
1614,7
1615,9
1616,9
1617,7
1618,10
1619,10
1620,6
1621,9
1622,11
1623,7
1624,16
1625,5
1626,11
1627,18
1628,13
1629,9
1630,9
1631,9
1632,7
1633,5
1634,9
1635,5
1636,6
1637,8
1638,11
1639,6
1640,10
1641,9
1642,11
1643,11
1644,9
1645,17
1646,15
1647,8
1648,11
1649,8
1650,9
1651,7
1652,11
1653,10
1654,15
1655,13
1656,18
1657,9
1658,8
1659,19
1660,19
1661,10
1662,4
1663,14
1664,8
1665,8
1666,10
1667,12
1668,6
1669,10
1670,10
1671,8
1672,21
1673,16
1674,9
1675,8
1676,9
1677,10
1678,13
1679,16
1680,9
1681,6
1682,12
1683,10
1684,9
1685,4
1686,9
1687,5
1688,13
1689,10
1690,15
1691,9
1692,11
1693,10
1694,10
1695,7
1696,10
1697,13
1698,13
1699,8
1700,13
1701,9
1702,9
1703,11
1704,7
1705,10
1706,10
1707,14
1708,18
1709,11
1710,10
1711,6
1712,12
1713,9
1714,15
1715,11
1716,13
1717,6
1718,5
1719,10
1720,6
1721,10
1722,10
1723,10
1724,11
1725,15
1726,8
1727,10
1728,9
1729,12
1730,11
1731,11
1732,7
1733,11
1734,8
1735,20
1736,11
1737,9
1738,13
1739,8
1740,12
1741,14
1742,8
1743,14
1744,11
1745,14
1746,5
1747,7
1748,16
1749,11
1750,5
1751,7
1752,14
1753,9
1754,11
1755,19
1756,5
1757,10
1758,10
1759,15
1760,7
1761,4
1762,13
1763,7
1764,13
1765,9
1766,16
1767,7
1768,13
1769,10
1770,7
1771,9
1772,10
1773,9
1774,7
1775,11
1776,7
1777,4
1778,11
1779,16
1780,12
1781,9
1782,6
1783,10
1784,7
1785,13
1786,10
1787,9
1788,10
1789,9
1790,15
1791,13
1792,15
1793,14
1794,10
1795,10
1796,9
1797,9
1798,8
1799,11
1800,8
1801,9
1802,13
1803,8
1804,7
1805,8
1806,6
1807,12
1808,12
1809,10
1810,9
1811,11
1812,10
1813,9
1814,9
1815,10
1816,8
1817,10
1818,9
1819,10
1820,8
1821,10
1822,9
1823,8
1824,8
1825,10
1826,11
1827,10
1828,9
1829,9
1830,14
1831,8
1832,15
1833,14
1834,6
1835,14
1836,9
1837,19
1838,12
1839,13
1840,7
1841,11
1842,10
1843,11
1844,11
1845,8
1846,16
1847,10
1848,9
1849,9
1850,7
1851,9
1852,12
1853,18
1854,6
1855,9
1856,9
1857,13
1858,8
1859,6
1860,10
1861,8
1862,16
1863,10
1864,6
1865,6
1866,13
1867,8
1868,9
1869,12
1870,14
1871,10
1872,8
1873,10
1874,18
1875,9
1876,10
1877,10
1878,8
1879,9
1880,8
1881,8
1882,9
1883,9
1884,7
1885,10
1886,14
1887,6
1888,7
1889,9
1890,9
1891,12
1892,10
1893,10
1894,10
1895,7
1896,9
1897,9
1898,9
1899,9
1900,12
1901,12
1902,12
1903,8
1904,9
1905,12
1906,15
1907,8
1908,5
1909,6
1910,10
1911,10
1912,12
1913,20
1914,11
1915,5
1916,12
1917,11
1918,4
1919,20
1920,11
1921,9
1922,9
1923,8
1924,9
1925,9
1926,7
1927,9
1928,8
1929,6
1930,14
1931,7
1932,11
1933,10
1934,6
1935,7
1936,8
1937,8
1938,9
1939,17
1940,23
1941,7
1942,10
1943,16
1944,11
1945,9
1946,7
1947,9
1948,4
1949,10
1950,10
1951,15
1952,17
1953,8
1954,7
1955,10
1956,8
1957,11
1958,10
1959,7
1960,6
1961,10
1962,9
1963,8
1964,10
1965,8
1966,8
1967,11
1968,4
1969,10
1970,8
1971,8
1972,7
1973,8
1974,10
1975,8
1976,11
1977,11
1978,7
1979,17
1980,8
1981,11
1982,12
1983,4
1984,10
1985,9
1986,15
1987,11
1988,9
1989,9
1990,12
1991,11
1992,10
1993,13
1994,10
1995,8
1996,14
1997,8
1998,10
1999,10
2000,9
2001,17
2002,11
2003,17
2004,8
2005,14
2006,14
2007,12
2008,9
2009,8
2010,12
2011,15
2012,6
2013,15
2014,12
2015,9
2016,9
2017,7
2018,9
2019,9
2020,10
2021,10
2022,10
2023,12
2024,9
2025,8
2026,6
2027,10
2028,7
2029,10
2030,9
2031,12
2032,6
2033,13
2034,9
2035,10
2036,8
2037,12
2038,8
2039,18
2040,8
2041,8
2042,10
2043,9
2044,9
2045,6
2046,9
2047,6
2048,14
2049,11
2050,14
2051,8
2052,11
2053,12
2054,10
2055,6
2056,8
2057,10
2058,9
2059,12
2060,11
2061,10
2062,11
2063,10
2064,9
2065,16
2066,8
2067,6
2068,15
2069,13
2070,10
2071,8
2072,5
2073,10
2074,10
2075,9
2076,9
2077,7
2078,8
2079,11
2080,6
2081,4
2082,10
2083,14
2084,14
2085,12
2086,11
2087,12
2088,11
2089,8
2090,7
2091,12
2092,10
2093,7
2094,14
2095,5
2096,9
2097,11
2098,7
2099,7
2100,7
2101,11
2102,15
2103,9
2104,12
2105,10
2106,12
2107,6
2108,6
2109,8
2110,10
2111,3
2112,11
2113,8
2114,13
2115,11
2116,8
2117,13
2118,7
2119,12
2120,8
2121,23
2122,11
2123,8
2124,7
2125,5
2126,14
2127,12
2128,11
2129,16
2130,11
2131,7
2132,6
2133,10
2134,11
2135,10
2136,9
2137,11
2138,9
2139,11
2140,9
2141,7
2142,13
2143,11
2144,21
2145,14
2146,10
2147,8
2148,7
2149,6
2150,7
2151,7
2152,8
2153,8
2154,11
2155,8
2156,10
2157,10
2158,9
2159,7
2160,17
2161,10
2162,5
2163,8
2164,10
2165,10
2166,12
2167,11
2168,11
2169,8
2170,7
2171,12
2172,8
2173,9
2174,9
2175,6
2176,9
2177,13
2178,10
2179,6
2180,15
2181,11
2182,12
2183,8
2184,9
2185,12
2186,6
2187,11
2188,10
2189,8
2190,10
2191,10
2192,10
2193,9
2194,5
2195,8
2196,6
2197,9
2198,11
2199,14
2200,9
2201,6
2202,9
2203,17
2204,9
2205,10
2206,10
2207,15
2208,6
2209,10
2210,19
2211,11
2212,12
2213,7
2214,9
2215,16
2216,7
2217,7
2218,12
2219,12
2220,9
2221,11
2222,7
2223,11
2224,11
2225,13
2226,7
2227,10
2228,8
2229,8
2230,4
2231,7
2232,9
2233,9
2234,7
2235,7
2236,12
2237,10
2238,9
2239,12
2240,9
2241,10
2242,10
2243,9
2244,9
2245,10
2246,9
2247,9
2248,10
2249,7
2250,18
2251,13
2252,10
2253,10
2254,8
2255,10
2256,9
2257,9
2258,12
2259,10
2260,8
2261,13
2262,9
2263,9
2264,11
2265,10
2266,11
2267,11
2268,9
2269,10
2270,9
2271,8
2272,14
2273,9
2274,10
2275,18
2276,9
2277,13
2278,12
2279,6
2280,14
2281,8
2282,9
2283,13
2284,10
2285,12
2286,5
2287,9
2288,11
2289,5
2290,7
2291,7
2292,10
2293,10
2294,12
2295,13
2296,10
2297,10
2298,9
2299,9
2300,10
2301,8
2302,12
2303,8
2304,9
2305,15
2306,4
2307,12
2308,9
2309,8
2310,10
2311,10
2312,6
2313,10
2314,14
2315,10
2316,10
2317,7
2318,11
2319,19
2320,8
2321,9
2322,5
2323,6
2324,15
2325,8
2326,10
2327,18
2328,8
2329,9
2330,15
2331,6
2332,7
2333,11
2334,18
2335,10
2336,7
2337,11
2338,8
2339,11
2340,10
2341,14
2342,13
2343,6
2344,8
2345,11
2346,9
2347,7
2348,10
2349,8
2350,12
2351,9
2352,12
2353,7
2354,8
2355,9
2356,19
2357,11
2358,9
2359,10
2360,13
2361,11
2362,9
2363,9
2364,13
2365,16
2366,11
2367,8
2368,8
2369,9
2370,10
2371,15
2372,10
2373,9
2374,10
2375,5
2376,11
2377,10
2378,7
2379,10
2380,9
2381,5
2382,14
2383,10
2384,7
2385,20
2386,14
2387,7
2388,6
2389,11
2390,9
2391,8
2392,8
2393,9
2394,10
2395,7
2396,4
2397,19
2398,9
2399,10
2400,16
2401,7
2402,10
2403,8
2404,10
2405,13
2406,18
2407,10
2408,6
2409,9
2410,10
2411,6
2412,8
2413,6
2414,8
2415,12
2416,16
2417,9
2418,10
2419,15
2420,11
2421,14
2422,6
2423,10
2424,10
2425,9
2426,10
2427,18
2428,8
2429,10
2430,13
2431,14
2432,7
2433,7
2434,15
2435,11
2436,11
2437,8
2438,7
2439,5
2440,1
2441,9
2442,6
2443,7
2444,9
2445,9
2446,10
2447,7
2448,10
2449,5
2450,8
2451,6
2452,8
2453,7
2454,21
2455,14
2456,9
2457,8
2458,10
2459,7
2460,13
2461,9
2462,9
2463,10
2464,15
2465,8
2466,15
2467,9
2468,11
2469,14
2470,8
2471,11
2472,21
2473,9
2474,5
2475,11
2476,9
2477,12
2478,12
2479,11
2480,10
2481,9
2482,8
2483,9
2484,12
2485,6
2486,8
2487,14
2488,12
2489,15
2490,9
2491,7
2492,11
2493,10
2494,9
2495,8
2496,7
2497,9
2498,8
2499,11
2500,14
2501,10
2502,10
2503,6
2504,6
2505,8
2506,7
2507,18
2508,10
2509,13
2510,10
2511,11
2512,15
2513,8
2514,6
2515,9
2516,10
2517,20
2518,13
2519,13
2520,11
2521,11
2522,7
2523,7
2524,7
2525,15
2526,9
2527,9
2528,10
2529,12
2530,9
2531,21
2532,10
2533,13
2534,9
2535,4
2536,18
2537,12
2538,7
2539,11
2540,15
2541,11
2542,6
2543,24
2544,10
2545,15
2546,13
2547,6
2548,10
2549,4
2550,11
2551,7
2552,7
2553,17
2554,6
2555,10
2556,11
2557,7
2558,12
2559,6
2560,9
2561,9
2562,6
2563,15
2564,9
2565,7
2566,12
2567,6
2568,13
2569,8
2570,9
2571,9
2572,11
2573,9
2574,9
2575,8
2576,10
2577,16
2578,11
2579,10
2580,11
2581,9
2582,9
2583,16
2584,15
2585,13
2586,6
2587,10
2588,21
2589,4
2590,8
2591,7
2592,6
2593,7
2594,19
2595,8
2596,16
2597,7
2598,8
2599,8
2600,9
2601,5
2602,8
2603,9
2604,10
2605,10
2606,10
2607,20
2608,9
2609,16
2610,9
2611,16
2612,9
2613,9
2614,9
2615,6
2616,10
2617,6
2618,11
2619,5
2620,8
2621,9
2622,12
2623,13
2624,10
2625,7
2626,8
2627,10
2628,10
2629,8
2630,7
2631,6
2632,13
2633,10
2634,10
2635,4
2636,13
2637,7
2638,9
2639,9
2640,5
2641,17
2642,8
2643,11
2644,9
2645,4
2646,11
2647,11
2648,9
2649,8
2650,9
2651,12
2652,7
2653,8
2654,8
2655,5
2656,9
2657,15
2658,14
2659,13
2660,9
2661,8
2662,9
2663,9
2664,9
2665,4
2666,14
2667,4
2668,11
2669,8
2670,15
2671,10
2672,10
2673,10
2674,9
2675,6
2676,8
2677,9
2678,13
2679,13
2680,5
2681,12
2682,12
2683,17
2684,7
2685,4
2686,8
2687,8
2688,16
2689,9
2690,9
2691,9
2692,11
2693,8
2694,11
2695,11
2696,12
2697,10
2698,9
2699,8
2700,13
2701,7
2702,9
2703,7
2704,7
2705,7
2706,12
2707,15
2708,14
2709,7
2710,8
2711,8
2712,11
2713,8
2714,8
2715,11
2716,9
2717,13
2718,9
2719,11
2720,10
2721,11
2722,7
2723,11
2724,12
2725,6
2726,13
2727,14
2728,9
2729,10
2730,7
2731,15
2732,19
2733,8
2734,20
2735,8
2736,11
2737,11
2738,7
2739,16
2740,12
2741,14
2742,10
2743,9
2744,15
2745,7
2746,17
2747,8
2748,7
2749,6
2750,21
2751,7
2752,12
2753,8
2754,10
2755,8
2756,9
2757,8
2758,15
2759,12
2760,11
2761,10
2762,5
2763,14
2764,8
2765,8
2766,5
2767,6
2768,15
2769,9
2770,12
2771,12
2772,7
2773,9
2774,9
2775,9
2776,6
2777,6
2778,12
2779,8
2780,9
2781,11
2782,8
2783,11
2784,10
2785,10
2786,13
2787,9
2788,11
2789,11
2790,10
2791,9
2792,13
2793,7
2794,6
2795,10
2796,9
2797,6
2798,4
2799,6
2800,13
2801,11
2802,19
2803,13
2804,12
2805,11
2806,9
2807,6
2808,6
2809,11
2810,7
2811,5
2812,5
2813,10
2814,13
2815,9
2816,10
2817,15
2818,13
2819,11
2820,10
2821,10
2822,11
2823,8
2824,8
2825,11
2826,9
2827,5
2828,15
2829,7
2830,10
2831,8
2832,11
2833,9
2834,8
2835,11
2836,11
2837,8
2838,5
2839,7
2840,8
2841,8
2842,9
2843,9
2844,3
2845,5
2846,12
2847,9
2848,9
2849,9
2850,10
2851,7
2852,10
2853,7
2854,6
2855,11
2856,11
2857,9
2858,8
2859,12
2860,9
2861,8
2862,9
2863,13
2864,9
2865,16
2866,5
2867,10
2868,9
2869,9
2870,10
2871,6
2872,15
2873,7
2874,16
2875,7
2876,15
2877,10
2878,10
2879,8
2880,9
2881,10
2882,17
2883,9
2884,8
2885,10
2886,15
2887,16
2888,13
2889,10
2890,9
2891,7
2892,10
2893,10
2894,8
2895,11
2896,9
2897,8
2898,17
2899,6
2900,9
2901,11
2902,6
2903,8
2904,8
2905,10
2906,17
2907,8
2908,6
2909,9
2910,16
2911,9
2912,9
2913,8
2914,8
2915,18
2916,9
2917,9
2918,11
2919,15
2920,18
2921,9
2922,10
2923,11
2924,9
2925,18
2926,8
2927,7
2928,8
2929,7
2930,5
2931,8
2932,14
2933,13
2934,6
2935,10
2936,8
2937,9
2938,11
2939,10
2940,6
2941,9
2942,10
2943,11
2944,7
2945,10
2946,9
2947,9
2948,8
2949,20
2950,11
2951,9
2952,6
2953,18
2954,9
2955,7
2956,7
2957,13
2958,17
2959,9
2960,13
2961,11
2962,6
2963,7
2964,18
2965,13
2966,9
2967,9
2968,10
2969,10
2970,7
2971,7
2972,15
2973,10
2974,8
2975,11
2976,12
2977,8
2978,8
2979,13
2980,6
2981,9
2982,6
2983,11
2984,5
2985,13
2986,8
2987,10
2988,11
2989,9
2990,8
2991,7
2992,15
2993,10
2994,6
2995,5
2996,10
2997,7
